country,year,week,cases,lat,lon
Ireland,2025,32,2.0,53.3498,-6.2603
Ireland,2025,33,3.0,53.3498,-6.2603
Ireland,2025,34,0.0,53.3498,-6.2603
Ireland,2025,35,0.0,53.3498,-6.2603
Ireland,2025,36,3.0,53.3498,-6.2603
Ireland,2025,37,0.0,53.3498,-6.2603
Ireland,2025,38,0.0,53.3498,-6.2603
Ireland,2025,39,1.0,53.3498,-6.2603
Ireland,2025,40,2.0,53.3498,-6.2603
Ireland,2025,41,2.0,53.3498,-6.2603
Ireland,2025,42,6.0,53.3498,-6.2603
Ireland,2025,43,11.0,53.3498,-6.2603
Ireland,2025,44,9.0,53.3498,-6.2603
Ireland,2025,45,15.0,53.3498,-6.2603
Ireland,2025,46,35.0,53.3498,-6.2603
Ireland,2025,47,44.0,53.3498,-6.2603
Ireland,2025,48,77.0,53.3498,-6.2603
Ireland,2025,49,125.0,53.3498,-6.2603
Ireland,2025,50,195.0,53.3498,-6.2603
Ireland,2025,51,173.0,53.3498,-6.2603
Ireland,2025,52,118.0,53.3498,-6.2603
Ireland,2026,2,69.0,53.3498,-6.2603
Ireland,2026,3,58.0,53.3498,-6.2603
Ireland,2026,4,31.0,53.3498,-6.2603
Ireland,2026,5,22.0,53.3498,-6.2603
Ireland,2026,6,16.0,53.3498,-6.2603
Ireland,2026,7,6.0,53.3498,-6.2603
Ireland,2026,8,9.0,53.3498,-6.2603
Ireland,2026,9,2.0,53.3498,-6.2603
Ireland,2026,10,2.0,53.3498,-6.2603
Italy,2021,51,1.0,41.9028,12.4964
Italy,2021,52,1.0,41.9028,12.4964
Italy,2022,3,1.0,41.9028,12.4964
Italy,2022,4,2.0,41.9028,12.4964
Italy,2022,6,1.0,41.9028,12.4964
Italy,2022,7,2.0,41.9028,12.4964
Italy,2022,8,8.0,41.9028,12.4964
Italy,2022,9,2.0,41.9028,12.4964
Italy,2022,10,11.0,41.9028,12.4964
Italy,2022,11,25.0,41.9028,12.4964
Italy,2022,12,24.0,41.9028,12.4964
Italy,2022,13,31.0,41.9028,12.4964
Italy,2022,14,14.0,41.9028,12.4964
Italy,2022,15,12.0,41.9028,12.4964
Italy,2022,16,7.0,41.9028,12.4964
Italy,2022,17,3.0,41.9028,12.4964
Italy,2022,18,7.0,41.9028,12.4964
Italy,2022,19,3.0,41.9028,12.4964
Italy,2022,20,1.0,41.9028,12.4964
Italy,2022,21,1.0,41.9028,12.4964
Italy,2022,23,1.0,41.9028,12.4964
Italy,2022,34,2.0,41.9028,12.4964
Italy,2022,46,86.0,41.9028,12.4964
Italy,2022,47,138.0,41.9028,12.4964
Italy,2022,48,190.0,41.9028,12.4964
Italy,2022,49,122.0,41.9028,12.4964
Italy,2022,50,143.0,41.9028,12.4964
Italy,2022,51,138.0,41.9028,12.4964
Italy,2022,52,80.0,41.9028,12.4964
Italy,2023,1,55.0,41.9028,12.4964
Italy,2023,2,46.0,41.9028,12.4964
Italy,2023,3,44.0,41.9028,12.4964
Italy,2023,4,41.0,41.9028,12.4964
Italy,2023,5,35.0,41.9028,12.4964
Italy,2023,6,31.0,41.9028,12.4964
Italy,2023,7,40.0,41.9028,12.4964
Italy,2023,8,42.0,41.9028,12.4964
Italy,2023,9,38.0,41.9028,12.4964
Italy,2023,10,26.0,41.9028,12.4964
Italy,2023,11,23.0,41.9028,12.4964
Italy,2023,12,28.0,41.9028,12.4964
Italy,2023,13,13.0,41.9028,12.4964
Italy,2023,14,9.0,41.9028,12.4964
Italy,2023,15,8.0,41.9028,12.4964
Italy,2023,16,11.0,41.9028,12.4964
Italy,2023,17,3.0,41.9028,12.4964
Italy,2023,46,10.0,41.9028,12.4964
Italy,2023,47,21.0,41.9028,12.4964
Italy,2023,48,45.0,41.9028,12.4964
Italy,2023,49,38.0,41.9028,12.4964
Italy,2023,50,168.0,41.9028,12.4964
Italy,2023,51,258.0,41.9028,12.4964
Italy,2023,52,170.0,41.9028,12.4964
Italy,2024,1,155.0,41.9028,12.4964
Italy,2024,2,148.0,41.9028,12.4964
Italy,2024,3,124.0,41.9028,12.4964
Italy,2024,4,87.0,41.9028,12.4964
Italy,2024,5,59.0,41.9028,12.4964
Italy,2024,6,61.0,41.9028,12.4964
Italy,2024,7,28.0,41.9028,12.4964
Italy,2024,8,34.0,41.9028,12.4964
Italy,2024,9,21.0,41.9028,12.4964
Italy,2024,10,19.0,41.9028,12.4964
Italy,2024,11,20.0,41.9028,12.4964
Italy,2024,12,25.0,41.9028,12.4964
Italy,2024,13,11.0,41.9028,12.4964
Italy,2024,14,1.0,41.9028,12.4964
Italy,2024,15,4.0,41.9028,12.4964
Italy,2024,16,5.0,41.9028,12.4964
Italy,2024,17,1.0,41.9028,12.4964
Italy,2024,46,7.0,41.9028,12.4964
Italy,2024,47,3.0,41.9028,12.4964
Italy,2024,48,19.0,41.9028,12.4964
Italy,2024,49,25.0,41.9028,12.4964
Italy,2024,50,49.0,41.9028,12.4964
Italy,2024,51,83.0,41.9028,12.4964
Italy,2024,52,34.0,41.9028,12.4964
Italy,2025,1,227.0,41.9028,12.4964
Italy,2025,2,104.0,41.9028,12.4964
Italy,2025,3,235.0,41.9028,12.4964
Italy,2025,4,337.0,41.9028,12.4964
Italy,2025,5,390.0,41.9028,12.4964
Italy,2025,6,397.0,41.9028,12.4964
Italy,2025,7,342.0,41.9028,12.4964
Italy,2025,8,337.0,41.9028,12.4964
Italy,2025,9,301.0,41.9028,12.4964
Italy,2025,10,273.0,41.9028,12.4964
Italy,2025,11,165.0,41.9028,12.4964
Italy,2025,12,171.0,41.9028,12.4964
Italy,2025,13,101.0,41.9028,12.4964
Italy,2025,14,51.0,41.9028,12.4964
Italy,2025,15,41.0,41.9028,12.4964
Italy,2025,16,32.0,41.9028,12.4964
Italy,2025,17,11.0,41.9028,12.4964
Italy,2025,18,2.0,41.9028,12.4964
Italy,2025,43,5.0,41.9028,12.4964
Italy,2025,44,11.0,41.9028,12.4964
Italy,2025,45,27.0,41.9028,12.4964
Italy,2025,46,43.0,41.9028,12.4964
Italy,2025,47,89.0,41.9028,12.4964
Italy,2025,48,97.0,41.9028,12.4964
Italy,2025,49,175.0,41.9028,12.4964
Italy,2025,50,260.0,41.9028,12.4964
Italy,2025,51,355.0,41.9028,12.4964
Italy,2025,52,447.0,41.9028,12.4964
Italy,2026,2,175.0,41.9028,12.4964
Italy,2026,3,180.0,41.9028,12.4964
Italy,2026,4,253.0,41.9028,12.4964
Italy,2026,5,220.0,41.9028,12.4964
Italy,2026,6,139.0,41.9028,12.4964
Italy,2026,7,56.0,41.9028,12.4964
Italy,2026,8,41.0,41.9028,12.4964
Latvia,2021,25,0.0,56.9496,24.1052
Latvia,2021,26,0.0,56.9496,24.1052
Latvia,2021,27,0.0,56.9496,24.1052
Latvia,2021,28,0.0,56.9496,24.1052
Latvia,2021,29,0.0,56.9496,24.1052
Latvia,2021,30,0.0,56.9496,24.1052
Latvia,2021,31,0.0,56.9496,24.1052
Latvia,2021,32,0.0,56.9496,24.1052
Latvia,2021,33,0.0,56.9496,24.1052
Latvia,2021,34,0.0,56.9496,24.1052
Latvia,2021,35,0.0,56.9496,24.1052
Latvia,2021,36,0.0,56.9496,24.1052
Latvia,2021,37,0.0,56.9496,24.1052
Latvia,2021,38,0.0,56.9496,24.1052
Latvia,2021,39,0.0,56.9496,24.1052
Latvia,2021,40,0.0,56.9496,24.1052
Latvia,2021,41,0.0,56.9496,24.1052
Latvia,2021,42,0.0,56.9496,24.1052
Latvia,2021,43,0.0,56.9496,24.1052
Latvia,2021,44,0.0,56.9496,24.1052
Latvia,2021,45,0.0,56.9496,24.1052
Latvia,2021,46,0.0,56.9496,24.1052
Latvia,2021,47,0.0,56.9496,24.1052
Latvia,2021,48,0.0,56.9496,24.1052
Latvia,2021,49,0.0,56.9496,24.1052
Latvia,2021,50,0.0,56.9496,24.1052
Latvia,2021,51,0.0,56.9496,24.1052
Latvia,2021,52,0.0,56.9496,24.1052
Latvia,2022,1,0.0,56.9496,24.1052
Latvia,2022,2,0.0,56.9496,24.1052
Latvia,2022,3,0.0,56.9496,24.1052
Latvia,2022,4,0.0,56.9496,24.1052
Latvia,2022,5,0.0,56.9496,24.1052
Latvia,2022,6,0.0,56.9496,24.1052
Latvia,2022,7,0.0,56.9496,24.1052
Latvia,2022,8,0.0,56.9496,24.1052
Latvia,2022,9,0.0,56.9496,24.1052
Latvia,2022,10,0.0,56.9496,24.1052
Latvia,2022,11,0.0,56.9496,24.1052
Latvia,2022,12,0.0,56.9496,24.1052
Latvia,2022,13,0.0,56.9496,24.1052
Latvia,2022,14,0.0,56.9496,24.1052
Latvia,2022,15,0.0,56.9496,24.1052
Latvia,2022,16,0.0,56.9496,24.1052
Latvia,2022,17,0.0,56.9496,24.1052
Latvia,2022,18,0.0,56.9496,24.1052
Latvia,2022,19,0.0,56.9496,24.1052
Latvia,2022,20,0.0,56.9496,24.1052
Latvia,2022,21,0.0,56.9496,24.1052
Latvia,2022,22,0.0,56.9496,24.1052
Latvia,2022,23,0.0,56.9496,24.1052
Latvia,2022,24,0.0,56.9496,24.1052
Latvia,2022,25,0.0,56.9496,24.1052
Latvia,2022,26,0.0,56.9496,24.1052
Latvia,2022,27,0.0,56.9496,24.1052
Latvia,2022,28,0.0,56.9496,24.1052
Latvia,2022,29,0.0,56.9496,24.1052
Latvia,2022,30,0.0,56.9496,24.1052
Latvia,2022,31,0.0,56.9496,24.1052
Latvia,2022,32,0.0,56.9496,24.1052
Latvia,2022,33,0.0,56.9496,24.1052
Latvia,2022,34,0.0,56.9496,24.1052
Latvia,2022,35,0.0,56.9496,24.1052
Latvia,2022,36,0.0,56.9496,24.1052
Latvia,2022,40,0.0,56.9496,24.1052
Latvia,2022,41,0.0,56.9496,24.1052
Latvia,2022,42,0.0,56.9496,24.1052
Latvia,2022,43,0.0,56.9496,24.1052
Latvia,2022,44,0.0,56.9496,24.1052
Latvia,2022,45,0.0,56.9496,24.1052
Latvia,2022,46,0.0,56.9496,24.1052
Latvia,2022,49,0.0,56.9496,24.1052
Latvia,2022,50,0.0,56.9496,24.1052
Latvia,2022,51,0.0,56.9496,24.1052
Latvia,2022,52,0.0,56.9496,24.1052
Latvia,2023,1,0.0,56.9496,24.1052
Latvia,2023,2,0.0,56.9496,24.1052
Latvia,2023,3,0.0,56.9496,24.1052
Latvia,2023,4,0.0,56.9496,24.1052
Latvia,2023,5,0.0,56.9496,24.1052
Latvia,2023,6,0.0,56.9496,24.1052
Latvia,2023,7,0.0,56.9496,24.1052
Latvia,2023,8,1.0,56.9496,24.1052
Latvia,2023,9,0.0,56.9496,24.1052
Latvia,2023,10,0.0,56.9496,24.1052
Latvia,2023,11,3.0,56.9496,24.1052
Latvia,2023,12,0.0,56.9496,24.1052
Latvia,2023,13,0.0,56.9496,24.1052
Latvia,2023,14,0.0,56.9496,24.1052
Latvia,2023,15,0.0,56.9496,24.1052
Latvia,2023,16,0.0,56.9496,24.1052
Latvia,2023,17,2.0,56.9496,24.1052
Latvia,2023,18,0.0,56.9496,24.1052
Latvia,2023,19,0.0,56.9496,24.1052
Latvia,2023,20,0.0,56.9496,24.1052
Latvia,2023,21,0.0,56.9496,24.1052
Latvia,2023,22,0.0,56.9496,24.1052
Latvia,2023,23,0.0,56.9496,24.1052
Latvia,2023,24,0.0,56.9496,24.1052
Latvia,2023,25,1.0,56.9496,24.1052
Latvia,2023,26,0.0,56.9496,24.1052
Latvia,2023,27,0.0,56.9496,24.1052
Latvia,2023,28,0.0,56.9496,24.1052
Latvia,2023,29,0.0,56.9496,24.1052
Latvia,2023,30,0.0,56.9496,24.1052
Latvia,2023,31,0.0,56.9496,24.1052
Latvia,2023,32,0.0,56.9496,24.1052
Latvia,2023,33,0.0,56.9496,24.1052
Latvia,2023,35,0.0,56.9496,24.1052
Latvia,2023,39,0.0,56.9496,24.1052
Latvia,2023,40,0.0,56.9496,24.1052
Latvia,2023,41,0.0,56.9496,24.1052
Latvia,2023,42,0.0,56.9496,24.1052
Latvia,2023,43,0.0,56.9496,24.1052
Latvia,2023,44,0.0,56.9496,24.1052
Latvia,2023,45,0.0,56.9496,24.1052
Latvia,2023,46,0.0,56.9496,24.1052
Latvia,2023,47,0.0,56.9496,24.1052
Latvia,2023,48,0.0,56.9496,24.1052
Latvia,2023,50,0.0,56.9496,24.1052
Latvia,2023,51,0.0,56.9496,24.1052
Latvia,2023,52,0.0,56.9496,24.1052
Latvia,2024,1,0.0,56.9496,24.1052
Latvia,2024,2,0.0,56.9496,24.1052
Latvia,2024,4,0.0,56.9496,24.1052
Latvia,2024,5,0.0,56.9496,24.1052
Latvia,2024,6,0.0,56.9496,24.1052
Latvia,2024,7,0.0,56.9496,24.1052
Latvia,2024,8,0.0,56.9496,24.1052
Latvia,2024,12,0.0,56.9496,24.1052
Latvia,2024,13,0.0,56.9496,24.1052
Latvia,2024,14,0.0,56.9496,24.1052
Latvia,2024,15,0.0,56.9496,24.1052
Latvia,2024,18,0.0,56.9496,24.1052
Latvia,2024,19,0.0,56.9496,24.1052
Latvia,2024,20,0.0,56.9496,24.1052
Lithuania,2022,2,11.0,54.6872,25.2797
Lithuania,2022,5,6.0,54.6872,25.2797
Lithuania,2022,15,2.0,54.6872,25.2797
Lithuania,2022,16,1.0,54.6872,25.2797
Lithuania,2022,18,1.0,54.6872,25.2797
Lithuania,2022,19,1.0,54.6872,25.2797
Lithuania,2022,20,3.0,54.6872,25.2797
Lithuania,2022,48,3.0,54.6872,25.2797
Lithuania,2022,49,10.0,54.6872,25.2797
Lithuania,2022,50,23.0,54.6872,25.2797
Lithuania,2022,51,22.0,54.6872,25.2797
Lithuania,2022,52,15.0,54.6872,25.2797
Lithuania,2023,1,15.0,54.6872,25.2797
Lithuania,2023,2,13.0,54.6872,25.2797
Lithuania,2023,3,6.0,54.6872,25.2797
Lithuania,2023,4,6.0,54.6872,25.2797
Lithuania,2023,5,8.0,54.6872,25.2797
Lithuania,2023,6,3.0,54.6872,25.2797
Lithuania,2023,7,2.0,54.6872,25.2797
Lithuania,2023,8,2.0,54.6872,25.2797
Lithuania,2023,9,7.0,54.6872,25.2797
Lithuania,2023,10,6.0,54.6872,25.2797
Lithuania,2023,11,4.0,54.6872,25.2797
Lithuania,2023,12,6.0,54.6872,25.2797
Lithuania,2023,13,5.0,54.6872,25.2797
Lithuania,2023,14,1.0,54.6872,25.2797
Lithuania,2023,15,5.0,54.6872,25.2797
Lithuania,2023,16,1.0,54.6872,25.2797
Lithuania,2023,17,1.0,54.6872,25.2797
Lithuania,2023,18,1.0,54.6872,25.2797
Lithuania,2023,45,1.0,54.6872,25.2797
Lithuania,2023,46,2.0,54.6872,25.2797
Lithuania,2023,47,3.0,54.6872,25.2797
Lithuania,2023,48,2.0,54.6872,25.2797
Lithuania,2023,49,3.0,54.6872,25.2797
Lithuania,2023,50,5.0,54.6872,25.2797
Lithuania,2023,51,10.0,54.6872,25.2797
Lithuania,2024,1,5.0,54.6872,25.2797
Lithuania,2024,2,7.0,54.6872,25.2797
Lithuania,2024,3,7.0,54.6872,25.2797
Lithuania,2024,4,18.0,54.6872,25.2797
Lithuania,2024,5,19.0,54.6872,25.2797
Lithuania,2024,6,158.0,54.6872,25.2797
Lithuania,2024,7,15.0,54.6872,25.2797
Lithuania,2024,8,4.0,54.6872,25.2797
Lithuania,2024,9,8.0,54.6872,25.2797
Lithuania,2024,10,1.0,54.6872,25.2797
Lithuania,2024,11,3.0,54.6872,25.2797
Lithuania,2024,12,2.0,54.6872,25.2797
Lithuania,2024,13,5.0,54.6872,25.2797
Lithuania,2024,14,1.0,54.6872,25.2797
Lithuania,2024,15,6.0,54.6872,25.2797
Lithuania,2024,17,1.0,54.6872,25.2797
Lithuania,2024,40,0.0,54.6872,25.2797
Lithuania,2024,41,0.0,54.6872,25.2797
Lithuania,2024,42,1.0,54.6872,25.2797
Lithuania,2024,43,8.0,54.6872,25.2797
Lithuania,2024,44,0.0,54.6872,25.2797
Lithuania,2024,45,0.0,54.6872,25.2797
Lithuania,2024,46,0.0,54.6872,25.2797
Lithuania,2024,47,2.0,54.6872,25.2797
Lithuania,2024,48,7.0,54.6872,25.2797
Lithuania,2024,49,16.0,54.6872,25.2797
Lithuania,2024,50,35.0,54.6872,25.2797
Lithuania,2024,51,94.0,54.6872,25.2797
Lithuania,2024,52,48.0,54.6872,25.2797
Lithuania,2025,1,21.0,54.6872,25.2797
Lithuania,2025,2,113.0,54.6872,25.2797
Lithuania,2025,3,125.0,54.6872,25.2797
Lithuania,2025,4,161.0,54.6872,25.2797
Lithuania,2025,5,173.0,54.6872,25.2797
Lithuania,2025,6,177.0,54.6872,25.2797
Lithuania,2025,8,157.0,54.6872,25.2797
Lithuania,2025,9,23.0,54.6872,25.2797
Lithuania,2025,12,76.0,54.6872,25.2797
Lithuania,2025,13,79.0,54.6872,25.2797
Lithuania,2025,14,67.0,54.6872,25.2797
Lithuania,2025,15,38.0,54.6872,25.2797
Lithuania,2025,42,1.0,54.6872,25.2797
Lithuania,2025,45,3.0,54.6872,25.2797
Lithuania,2025,46,5.0,54.6872,25.2797
Lithuania,2025,47,3.0,54.6872,25.2797
Lithuania,2025,48,13.0,54.6872,25.2797
Lithuania,2025,49,33.0,54.6872,25.2797
Lithuania,2025,50,87.0,54.6872,25.2797
Lithuania,2025,51,106.0,54.6872,25.2797
Lithuania,2025,52,117.0,54.6872,25.2797
Lithuania,2026,2,52.0,54.6872,25.2797
Lithuania,2026,3,89.0,54.6872,25.2797
Lithuania,2026,4,119.0,54.6872,25.2797
Lithuania,2026,5,126.0,54.6872,25.2797
Lithuania,2026,6,144.0,54.6872,25.2797
Lithuania,2026,7,131.0,54.6872,25.2797
Luxembourg,2021,30,0.0,49.6116,6.1319
Luxembourg,2021,33,0.0,49.6116,6.1319
Luxembourg,2021,35,0.0,49.6116,6.1319
Luxembourg,2021,36,0.0,49.6116,6.1319
Luxembourg,2021,37,0.0,49.6116,6.1319
Luxembourg,2021,39,0.0,49.6116,6.1319
Luxembourg,2021,40,0.0,49.6116,6.1319
Luxembourg,2021,41,0.0,49.6116,6.1319
Luxembourg,2021,42,0.0,49.6116,6.1319
Luxembourg,2021,43,0.0,49.6116,6.1319
Luxembourg,2021,44,0.0,49.6116,6.1319
Luxembourg,2021,45,0.0,49.6116,6.1319
Luxembourg,2021,46,0.0,49.6116,6.1319
Luxembourg,2021,48,0.0,49.6116,6.1319
Luxembourg,2021,49,0.0,49.6116,6.1319
Luxembourg,2021,50,0.0,49.6116,6.1319
Luxembourg,2021,51,0.0,49.6116,6.1319
Luxembourg,2021,52,0.0,49.6116,6.1319
Luxembourg,2022,1,2.0,49.6116,6.1319
Luxembourg,2022,2,0.0,49.6116,6.1319
Luxembourg,2022,3,0.0,49.6116,6.1319
Luxembourg,2022,4,5.0,49.6116,6.1319
Luxembourg,2022,5,7.0,49.6116,6.1319
Luxembourg,2022,6,6.0,49.6116,6.1319
Luxembourg,2022,7,5.0,49.6116,6.1319
Luxembourg,2022,8,11.0,49.6116,6.1319
Luxembourg,2022,9,30.0,49.6116,6.1319
Luxembourg,2022,10,16.0,49.6116,6.1319
Luxembourg,2022,11,64.0,49.6116,6.1319
Luxembourg,2022,12,89.0,49.6116,6.1319
Luxembourg,2022,13,69.0,49.6116,6.1319
Luxembourg,2022,14,43.0,49.6116,6.1319
Luxembourg,2022,15,46.0,49.6116,6.1319
Luxembourg,2022,16,18.0,49.6116,6.1319
Luxembourg,2022,17,17.0,49.6116,6.1319
Luxembourg,2022,18,9.0,49.6116,6.1319
Luxembourg,2022,19,6.0,49.6116,6.1319
Luxembourg,2022,20,3.0,49.6116,6.1319
Luxembourg,2022,21,0.0,49.6116,6.1319
Luxembourg,2022,22,1.0,49.6116,6.1319
Luxembourg,2022,23,0.0,49.6116,6.1319
Luxembourg,2022,24,0.0,49.6116,6.1319
Luxembourg,2022,25,0.0,49.6116,6.1319
Luxembourg,2022,26,3.0,49.6116,6.1319
Luxembourg,2022,27,1.0,49.6116,6.1319
Luxembourg,2022,28,0.0,49.6116,6.1319
Luxembourg,2022,29,0.0,49.6116,6.1319
Luxembourg,2022,30,0.0,49.6116,6.1319
Luxembourg,2022,31,0.0,49.6116,6.1319
Luxembourg,2022,32,0.0,49.6116,6.1319
Luxembourg,2022,33,0.0,49.6116,6.1319
Luxembourg,2022,34,3.0,49.6116,6.1319
Luxembourg,2022,35,2.0,49.6116,6.1319
Luxembourg,2022,36,0.0,49.6116,6.1319
Luxembourg,2022,37,0.0,49.6116,6.1319
Luxembourg,2022,38,1.0,49.6116,6.1319
Luxembourg,2022,39,2.0,49.6116,6.1319
Luxembourg,2022,40,0.0,49.6116,6.1319
Luxembourg,2022,41,2.0,49.6116,6.1319
Luxembourg,2022,42,7.0,49.6116,6.1319
Luxembourg,2022,43,3.0,49.6116,6.1319
Luxembourg,2022,44,2.0,49.6116,6.1319
Luxembourg,2022,45,0.0,49.6116,6.1319
Luxembourg,2022,46,4.0,49.6116,6.1319
Luxembourg,2022,47,12.0,49.6116,6.1319
Luxembourg,2022,48,18.0,49.6116,6.1319
Luxembourg,2022,49,32.0,49.6116,6.1319
Luxembourg,2022,50,99.0,49.6116,6.1319
Luxembourg,2022,51,163.0,49.6116,6.1319
Luxembourg,2022,52,55.0,49.6116,6.1319
Luxembourg,2023,1,26.0,49.6116,6.1319
Luxembourg,2023,2,16.0,49.6116,6.1319
Luxembourg,2023,3,10.0,49.6116,6.1319
Luxembourg,2023,4,14.0,49.6116,6.1319
Luxembourg,2023,5,25.0,49.6116,6.1319
Luxembourg,2023,6,28.0,49.6116,6.1319
Luxembourg,2023,7,18.0,49.6116,6.1319
Luxembourg,2023,8,42.0,49.6116,6.1319
Luxembourg,2023,9,40.0,49.6116,6.1319
Luxembourg,2023,10,28.0,49.6116,6.1319
Luxembourg,2023,11,60.0,49.6116,6.1319
Luxembourg,2023,12,38.0,49.6116,6.1319
Luxembourg,2023,13,21.0,49.6116,6.1319
Luxembourg,2023,14,17.0,49.6116,6.1319
Luxembourg,2023,15,4.0,49.6116,6.1319
Luxembourg,2023,16,10.0,49.6116,6.1319
Luxembourg,2023,17,1.0,49.6116,6.1319
Luxembourg,2023,18,2.0,49.6116,6.1319
Luxembourg,2023,19,2.0,49.6116,6.1319
Luxembourg,2023,20,0.0,49.6116,6.1319
Luxembourg,2023,21,0.0,49.6116,6.1319
Luxembourg,2023,22,0.0,49.6116,6.1319
Luxembourg,2023,23,0.0,49.6116,6.1319
Luxembourg,2023,24,1.0,49.6116,6.1319
Luxembourg,2023,25,0.0,49.6116,6.1319
Luxembourg,2023,26,0.0,49.6116,6.1319
Luxembourg,2023,27,0.0,49.6116,6.1319
Luxembourg,2023,28,0.0,49.6116,6.1319
Luxembourg,2023,29,0.0,49.6116,6.1319
Luxembourg,2023,30,0.0,49.6116,6.1319
Luxembourg,2023,31,0.0,49.6116,6.1319
Luxembourg,2023,32,0.0,49.6116,6.1319
Luxembourg,2023,33,1.0,49.6116,6.1319
Luxembourg,2023,34,0.0,49.6116,6.1319
Luxembourg,2023,35,0.0,49.6116,6.1319
Luxembourg,2023,36,0.0,49.6116,6.1319
Luxembourg,2023,37,0.0,49.6116,6.1319
Luxembourg,2023,38,0.0,49.6116,6.1319
Luxembourg,2023,39,0.0,49.6116,6.1319
Luxembourg,2023,40,0.0,49.6116,6.1319
Luxembourg,2023,41,0.0,49.6116,6.1319
Luxembourg,2023,42,0.0,49.6116,6.1319
Luxembourg,2023,43,0.0,49.6116,6.1319
Luxembourg,2023,44,0.0,49.6116,6.1319
Luxembourg,2023,45,2.0,49.6116,6.1319
Luxembourg,2023,46,2.0,49.6116,6.1319
Luxembourg,2023,47,1.0,49.6116,6.1319
Luxembourg,2023,48,3.0,49.6116,6.1319
Luxembourg,2023,49,17.0,49.6116,6.1319
Luxembourg,2023,50,12.0,49.6116,6.1319
Luxembourg,2023,51,25.0,49.6116,6.1319
Luxembourg,2023,52,13.0,49.6116,6.1319
Luxembourg,2024,1,16.0,49.6116,6.1319
Luxembourg,2024,2,21.0,49.6116,6.1319
Luxembourg,2024,3,43.0,49.6116,6.1319
Luxembourg,2024,4,56.0,49.6116,6.1319
Luxembourg,2024,5,57.0,49.6116,6.1319
Luxembourg,2024,6,59.0,49.6116,6.1319
Luxembourg,2024,7,28.0,49.6116,6.1319
Luxembourg,2024,8,21.0,49.6116,6.1319
Luxembourg,2024,9,2.0,49.6116,6.1319
Luxembourg,2024,10,9.0,49.6116,6.1319
Luxembourg,2024,11,3.0,49.6116,6.1319
Luxembourg,2024,12,3.0,49.6116,6.1319
Luxembourg,2024,13,2.0,49.6116,6.1319
Luxembourg,2024,14,2.0,49.6116,6.1319
Luxembourg,2024,15,1.0,49.6116,6.1319
Luxembourg,2024,16,0.0,49.6116,6.1319
Luxembourg,2024,17,1.0,49.6116,6.1319
Luxembourg,2024,18,0.0,49.6116,6.1319
Luxembourg,2024,19,0.0,49.6116,6.1319
Luxembourg,2024,20,1.0,49.6116,6.1319
Luxembourg,2024,21,0.0,49.6116,6.1319
Luxembourg,2024,22,0.0,49.6116,6.1319
Luxembourg,2024,23,0.0,49.6116,6.1319
Luxembourg,2024,24,0.0,49.6116,6.1319
Luxembourg,2024,25,1.0,49.6116,6.1319
Luxembourg,2024,26,2.0,49.6116,6.1319
Luxembourg,2024,27,0.0,49.6116,6.1319
Luxembourg,2024,28,0.0,49.6116,6.1319
Luxembourg,2024,29,0.0,49.6116,6.1319
Luxembourg,2024,30,0.0,49.6116,6.1319
Luxembourg,2024,31,0.0,49.6116,6.1319
Luxembourg,2024,32,0.0,49.6116,6.1319
Luxembourg,2024,33,0.0,49.6116,6.1319
Luxembourg,2024,34,0.0,49.6116,6.1319
Luxembourg,2024,35,0.0,49.6116,6.1319
Luxembourg,2024,36,0.0,49.6116,6.1319
Luxembourg,2024,37,1.0,49.6116,6.1319
Luxembourg,2024,38,0.0,49.6116,6.1319
Luxembourg,2024,39,0.0,49.6116,6.1319
Luxembourg,2024,40,1.0,49.6116,6.1319
Luxembourg,2024,41,0.0,49.6116,6.1319
Luxembourg,2024,42,2.0,49.6116,6.1319
Luxembourg,2024,43,0.0,49.6116,6.1319
Luxembourg,2024,44,2.0,49.6116,6.1319
Luxembourg,2024,45,0.0,49.6116,6.1319
Luxembourg,2024,46,2.0,49.6116,6.1319
Luxembourg,2024,47,1.0,49.6116,6.1319
Luxembourg,2024,48,3.0,49.6116,6.1319
Luxembourg,2024,49,15.0,49.6116,6.1319
Luxembourg,2024,50,18.0,49.6116,6.1319
Luxembourg,2024,51,32.0,49.6116,6.1319
Luxembourg,2024,52,9.0,49.6116,6.1319
Luxembourg,2025,1,9.0,49.6116,6.1319
Luxembourg,2025,2,12.0,49.6116,6.1319
Luxembourg,2025,3,39.0,49.6116,6.1319
Luxembourg,2025,4,56.0,49.6116,6.1319
Luxembourg,2025,5,103.0,49.6116,6.1319
Luxembourg,2025,6,134.0,49.6116,6.1319
Luxembourg,2025,7,124.0,49.6116,6.1319
Luxembourg,2025,8,141.0,49.6116,6.1319
Luxembourg,2025,9,62.0,49.6116,6.1319
Luxembourg,2025,10,42.0,49.6116,6.1319
Luxembourg,2025,11,32.0,49.6116,6.1319
Luxembourg,2025,12,25.0,49.6116,6.1319
Luxembourg,2025,13,18.0,49.6116,6.1319
Luxembourg,2025,14,18.0,49.6116,6.1319
Luxembourg,2025,15,4.0,49.6116,6.1319
Luxembourg,2025,16,2.0,49.6116,6.1319
Luxembourg,2025,17,2.0,49.6116,6.1319
Luxembourg,2025,18,2.0,49.6116,6.1319
Luxembourg,2025,19,3.0,49.6116,6.1319
Luxembourg,2025,20,1.0,49.6116,6.1319
Luxembourg,2025,21,1.0,49.6116,6.1319
