country,year,week,cases,lat,lon,lag1,lag2,lag3,lag4,rolling_mean_3,rolling_mean_5,week_sin,week_cos
Austria,2022,4,5.0,48.2082,16.3738,4.0,3.0,3.0,1.0,4.0,3.2,0.4647231720437685,0.8854560256532099
Austria,2022,5,4.0,48.2082,16.3738,5.0,4.0,3.0,3.0,4.333333333333333,3.8,0.5680647467311558,0.8229838658936564
Austria,2022,6,1.0,48.2082,16.3738,4.0,5.0,4.0,3.0,3.3333333333333335,3.4,0.6631226582407952,0.7485107481711011
Austria,2022,7,3.0,48.2082,16.3738,1.0,4.0,5.0,4.0,2.6666666666666665,3.4,0.7485107481711011,0.6631226582407953
Austria,2022,8,4.0,48.2082,16.3738,3.0,1.0,4.0,5.0,2.6666666666666665,3.4,0.8229838658936564,0.5680647467311558
Austria,2022,9,7.0,48.2082,16.3738,4.0,3.0,1.0,4.0,4.666666666666667,3.8,0.8854560256532098,0.4647231720437686
Austria,2022,11,14.0,48.2082,16.3738,7.0,4.0,3.0,1.0,8.333333333333334,5.8,0.970941817426052,0.23931566428755804
Austria,2022,12,31.0,48.2082,16.3738,14.0,7.0,4.0,3.0,17.333333333333332,11.8,0.992708874098054,0.120536680255323
Austria,2022,13,32.0,48.2082,16.3738,31.0,14.0,7.0,4.0,25.666666666666668,17.6,1.0,-1.6081226496766366e-16
Austria,2022,14,37.0,48.2082,16.3738,32.0,31.0,14.0,7.0,33.333333333333336,24.2,0.992708874098054,-0.12053668025532288
Austria,2022,15,28.0,48.2082,16.3738,37.0,32.0,31.0,14.0,32.333333333333336,28.4,0.9709418174260521,-0.2393156642875575
Austria,2022,46,13.0,48.2082,16.3738,28.0,37.0,32.0,31.0,26.0,28.2,-0.6631226582407956,0.7485107481711007
Austria,2022,47,17.0,48.2082,16.3738,13.0,28.0,37.0,32.0,19.333333333333332,25.4,-0.5680647467311559,0.8229838658936564
Austria,2022,48,77.0,48.2082,16.3738,17.0,13.0,28.0,37.0,35.666666666666664,34.4,-0.4647231720437684,0.88545602565321
Austria,2022,49,155.0,48.2082,16.3738,77.0,17.0,13.0,28.0,83.0,58.0,-0.35460488704253595,0.9350162426854147
Austria,2022,50,238.0,48.2082,16.3738,155.0,77.0,17.0,13.0,156.66666666666666,100.0,-0.2393156642875578,0.970941817426052
Austria,2022,51,196.0,48.2082,16.3738,238.0,155.0,77.0,17.0,196.33333333333334,136.6,-0.12053668025532363,0.992708874098054
Austria,2022,52,65.0,48.2082,16.3738,196.0,238.0,155.0,77.0,166.33333333333334,146.2,6.432490598706546e-16,1.0
Austria,2023,1,56.0,48.2082,16.3738,65.0,196.0,238.0,155.0,105.66666666666667,142.0,0.12053668025532305,0.992708874098054
Austria,2023,2,41.0,48.2082,16.3738,56.0,65.0,196.0,238.0,54.0,119.2,0.23931566428755774,0.970941817426052
Austria,2023,3,6.0,48.2082,16.3738,41.0,56.0,65.0,196.0,34.333333333333336,72.8,0.3546048870425356,0.9350162426854148
Austria,2023,4,27.0,48.2082,16.3738,6.0,41.0,56.0,65.0,24.666666666666668,39.0,0.4647231720437685,0.8854560256532099
Austria,2023,5,25.0,48.2082,16.3738,27.0,6.0,41.0,56.0,19.333333333333332,31.0,0.5680647467311558,0.8229838658936564
Austria,2023,6,29.0,48.2082,16.3738,25.0,27.0,6.0,41.0,27.0,25.6,0.6631226582407952,0.7485107481711011
Austria,2023,7,32.0,48.2082,16.3738,29.0,25.0,27.0,6.0,28.666666666666668,23.8,0.7485107481711011,0.6631226582407953
Austria,2023,8,35.0,48.2082,16.3738,32.0,29.0,25.0,27.0,32.0,29.6,0.8229838658936564,0.5680647467311558
Austria,2023,9,44.0,48.2082,16.3738,35.0,32.0,29.0,25.0,37.0,33.0,0.8854560256532098,0.4647231720437686
Austria,2023,10,37.0,48.2082,16.3738,44.0,35.0,32.0,29.0,38.666666666666664,35.4,0.9350162426854148,0.35460488704253557
Austria,2023,11,44.0,48.2082,16.3738,37.0,44.0,35.0,32.0,41.666666666666664,38.4,0.970941817426052,0.23931566428755804
Austria,2023,12,36.0,48.2082,16.3738,44.0,37.0,44.0,35.0,39.0,39.2,0.992708874098054,0.120536680255323
Austria,2023,13,20.0,48.2082,16.3738,36.0,44.0,37.0,44.0,33.333333333333336,36.2,1.0,-1.6081226496766366e-16
Austria,2023,14,8.0,48.2082,16.3738,20.0,36.0,44.0,37.0,21.333333333333332,29.0,0.992708874098054,-0.12053668025532288
Austria,2023,40,1.0,48.2082,16.3738,8.0,20.0,36.0,44.0,9.666666666666666,21.8,-0.992708874098054,0.1205366802553232
Austria,2023,41,0.0,48.2082,16.3738,1.0,8.0,20.0,36.0,3.0,13.0,-0.9709418174260521,0.23931566428755738
Austria,2023,42,1.0,48.2082,16.3738,0.0,1.0,8.0,20.0,0.6666666666666666,6.0,-0.9350162426854148,0.35460488704253557
Austria,2023,43,1.0,48.2082,16.3738,1.0,0.0,1.0,8.0,0.6666666666666666,2.2,-0.8854560256532101,0.464723172043768
Austria,2023,44,1.0,48.2082,16.3738,1.0,1.0,0.0,1.0,1.0,0.8,-0.822983865893657,0.5680647467311548
Austria,2023,45,3.0,48.2082,16.3738,1.0,1.0,1.0,0.0,1.6666666666666667,1.2,-0.7485107481711011,0.6631226582407953
Austria,2023,46,1.0,48.2082,16.3738,3.0,1.0,1.0,1.0,1.6666666666666667,1.4,-0.6631226582407956,0.7485107481711007
Austria,2023,47,5.0,48.2082,16.3738,1.0,3.0,1.0,1.0,3.0,2.2,-0.5680647467311559,0.8229838658936564
Austria,2023,48,7.0,48.2082,16.3738,5.0,1.0,3.0,1.0,4.333333333333333,3.4,-0.4647231720437684,0.88545602565321
Austria,2023,49,19.0,48.2082,16.3738,7.0,5.0,1.0,3.0,10.333333333333334,7.0,-0.35460488704253595,0.9350162426854147
Austria,2023,50,21.0,48.2082,16.3738,19.0,7.0,5.0,1.0,15.666666666666666,10.6,-0.2393156642875578,0.970941817426052
Austria,2023,51,31.0,48.2082,16.3738,21.0,19.0,7.0,5.0,23.666666666666668,16.6,-0.12053668025532363,0.992708874098054
Austria,2023,52,32.0,48.2082,16.3738,31.0,21.0,19.0,7.0,28.0,22.0,6.432490598706546e-16,1.0
Austria,2024,1,40.0,48.2082,16.3738,32.0,31.0,21.0,19.0,34.333333333333336,28.6,0.12053668025532305,0.992708874098054
Austria,2024,2,58.0,48.2082,16.3738,40.0,32.0,31.0,21.0,43.333333333333336,36.4,0.23931566428755774,0.970941817426052
Austria,2024,3,77.0,48.2082,16.3738,58.0,40.0,32.0,31.0,58.333333333333336,47.6,0.3546048870425356,0.9350162426854148
Austria,2024,4,99.0,48.2082,16.3738,77.0,58.0,40.0,32.0,78.0,61.2,0.4647231720437685,0.8854560256532099
Austria,2024,5,112.0,48.2082,16.3738,99.0,77.0,58.0,40.0,96.0,77.2,0.5680647467311558,0.8229838658936564
Austria,2024,6,116.0,48.2082,16.3738,112.0,99.0,77.0,58.0,109.0,92.4,0.6631226582407952,0.7485107481711011
Austria,2024,7,71.0,48.2082,16.3738,116.0,112.0,99.0,77.0,99.66666666666667,95.0,0.7485107481711011,0.6631226582407953
Austria,2024,8,54.0,48.2082,16.3738,71.0,116.0,112.0,99.0,80.33333333333333,90.4,0.8229838658936564,0.5680647467311558
Austria,2024,9,23.0,48.2082,16.3738,54.0,71.0,116.0,112.0,49.333333333333336,75.2,0.8854560256532098,0.4647231720437686
Austria,2024,10,21.0,48.2082,16.3738,23.0,54.0,71.0,116.0,32.666666666666664,57.0,0.9350162426854148,0.35460488704253557
Austria,2024,11,29.0,48.2082,16.3738,21.0,23.0,54.0,71.0,24.333333333333332,39.6,0.970941817426052,0.23931566428755804
Austria,2024,12,5.0,48.2082,16.3738,29.0,21.0,23.0,54.0,18.333333333333332,26.4,0.992708874098054,0.120536680255323
Austria,2024,13,9.0,48.2082,16.3738,5.0,29.0,21.0,23.0,14.333333333333334,17.4,1.0,-1.6081226496766366e-16
Austria,2024,14,7.0,48.2082,16.3738,9.0,5.0,29.0,21.0,7.0,14.2,0.992708874098054,-0.12053668025532288
Austria,2024,15,2.0,48.2082,16.3738,7.0,9.0,5.0,29.0,6.0,10.4,0.9709418174260521,-0.2393156642875575
Austria,2024,16,3.0,48.2082,16.3738,2.0,7.0,9.0,5.0,4.0,5.2,0.9350162426854148,-0.35460488704253545
Austria,2024,17,3.0,48.2082,16.3738,3.0,2.0,7.0,9.0,2.6666666666666665,4.8,0.8854560256532099,-0.4647231720437685
Austria,2024,18,2.0,48.2082,16.3738,3.0,3.0,2.0,7.0,2.6666666666666665,3.4,0.8229838658936565,-0.5680647467311557
Austria,2024,19,5.0,48.2082,16.3738,2.0,3.0,3.0,2.0,3.3333333333333335,3.0,0.7485107481711013,-0.6631226582407951
Austria,2024,20,1.0,48.2082,16.3738,5.0,2.0,3.0,3.0,2.6666666666666665,2.8,0.6631226582407952,-0.7485107481711012
Austria,2024,21,0.0,48.2082,16.3738,1.0,5.0,2.0,3.0,2.0,2.2,0.5680647467311558,-0.8229838658936564
Austria,2024,22,0.0,48.2082,16.3738,0.0,1.0,5.0,2.0,0.3333333333333333,1.6,0.46472317204376906,-0.8854560256532096
Austria,2024,23,1.0,48.2082,16.3738,0.0,0.0,1.0,5.0,0.3333333333333333,1.4,0.35460488704253584,-0.9350162426854147
Austria,2024,24,0.0,48.2082,16.3738,1.0,0.0,0.0,1.0,0.3333333333333333,0.4,0.23931566428755768,-0.970941817426052
Austria,2024,25,1.0,48.2082,16.3738,0.0,1.0,0.0,0.0,0.6666666666666666,0.4,0.12053668025532308,-0.992708874098054
Austria,2024,26,0.0,48.2082,16.3738,1.0,0.0,1.0,0.0,0.3333333333333333,0.4,-3.216245299353273e-16,-1.0
Austria,2024,27,0.0,48.2082,16.3738,0.0,1.0,0.0,1.0,0.3333333333333333,0.4,-0.12053668025532283,-0.992708874098054
Austria,2024,28,0.0,48.2082,16.3738,0.0,0.0,1.0,0.0,0.0,0.2,-0.23931566428755743,-0.9709418174260521
Austria,2024,29,0.0,48.2082,16.3738,0.0,0.0,0.0,1.0,0.0,0.2,-0.3546048870425356,-0.9350162426854148
Austria,2024,30,1.0,48.2082,16.3738,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.46472317204376806,-0.8854560256532101
Austria,2024,31,1.0,48.2082,16.3738,1.0,0.0,0.0,0.0,0.6666666666666666,0.4,-0.5680647467311556,-0.8229838658936565
Austria,2024,32,0.0,48.2082,16.3738,1.0,1.0,0.0,0.0,0.6666666666666666,0.4,-0.663122658240795,-0.7485107481711013
Austria,2024,33,1.0,48.2082,16.3738,0.0,1.0,1.0,0.0,0.6666666666666666,0.6,-0.7485107481711011,-0.6631226582407952
Austria,2024,34,1.0,48.2082,16.3738,1.0,0.0,1.0,1.0,0.6666666666666666,0.8,-0.8229838658936564,-0.5680647467311559
Austria,2024,35,1.0,48.2082,16.3738,1.0,1.0,0.0,1.0,1.0,0.8,-0.8854560256532096,-0.4647231720437691
Austria,2024,36,0.0,48.2082,16.3738,1.0,1.0,1.0,0.0,0.6666666666666666,0.6,-0.9350162426854147,-0.3546048870425359
Austria,2024,37,0.0,48.2082,16.3738,0.0,1.0,1.0,1.0,0.3333333333333333,0.6,-0.970941817426052,-0.23931566428755774
Austria,2024,38,0.0,48.2082,16.3738,0.0,0.0,1.0,1.0,0.0,0.4,-0.992708874098054,-0.12053668025532357
Austria,2024,39,1.0,48.2082,16.3738,0.0,0.0,0.0,1.0,0.3333333333333333,0.4,-1.0,-1.8369701987210297e-16
Austria,2024,40,0.0,48.2082,16.3738,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.992708874098054,0.1205366802553232
Austria,2024,41,3.0,48.2082,16.3738,0.0,1.0,0.0,0.0,1.3333333333333333,0.8,-0.9709418174260521,0.23931566428755738
Austria,2024,42,0.0,48.2082,16.3738,3.0,0.0,1.0,0.0,1.0,0.8,-0.9350162426854148,0.35460488704253557
Austria,2024,43,1.0,48.2082,16.3738,0.0,3.0,0.0,1.0,1.3333333333333333,1.0,-0.8854560256532101,0.464723172043768
Austria,2024,44,0.0,48.2082,16.3738,1.0,0.0,3.0,0.0,0.3333333333333333,0.8,-0.822983865893657,0.5680647467311548
Austria,2024,45,0.0,48.2082,16.3738,0.0,1.0,0.0,3.0,0.3333333333333333,0.8,-0.7485107481711011,0.6631226582407953
Austria,2024,46,0.0,48.2082,16.3738,0.0,0.0,1.0,0.0,0.0,0.2,-0.6631226582407956,0.7485107481711007
Austria,2024,47,1.0,48.2082,16.3738,0.0,0.0,0.0,1.0,0.3333333333333333,0.4,-0.5680647467311559,0.8229838658936564
Austria,2024,48,1.0,48.2082,16.3738,1.0,0.0,0.0,0.0,0.6666666666666666,0.4,-0.4647231720437684,0.88545602565321
Austria,2024,49,4.0,48.2082,16.3738,1.0,1.0,0.0,0.0,2.0,1.2,-0.35460488704253595,0.9350162426854147
Austria,2024,50,7.0,48.2082,16.3738,4.0,1.0,1.0,0.0,4.0,2.6,-0.2393156642875578,0.970941817426052
Austria,2024,51,34.0,48.2082,16.3738,7.0,4.0,1.0,1.0,15.0,9.4,-0.12053668025532363,0.992708874098054
Austria,2024,52,14.0,48.2082,16.3738,34.0,7.0,4.0,1.0,18.333333333333332,12.0,6.432490598706546e-16,1.0
Austria,2025,1,37.0,48.2082,16.3738,14.0,34.0,7.0,4.0,28.333333333333332,19.2,0.12053668025532305,0.992708874098054
Austria,2025,2,32.0,48.2082,16.3738,37.0,14.0,34.0,7.0,27.666666666666668,24.8,0.23931566428755774,0.970941817426052
Austria,2025,3,74.0,48.2082,16.3738,32.0,37.0,14.0,34.0,47.666666666666664,38.2,0.3546048870425356,0.9350162426854148
Austria,2025,4,80.0,48.2082,16.3738,74.0,32.0,37.0,14.0,62.0,47.4,0.4647231720437685,0.8854560256532099
Austria,2025,5,135.0,48.2082,16.3738,80.0,74.0,32.0,37.0,96.33333333333333,71.6,0.5680647467311558,0.8229838658936564
Austria,2025,6,163.0,48.2082,16.3738,135.0,80.0,74.0,32.0,126.0,96.8,0.6631226582407952,0.7485107481711011
Austria,2025,7,153.0,48.2082,16.3738,163.0,135.0,80.0,74.0,150.33333333333334,121.0,0.7485107481711011,0.6631226582407953
Austria,2025,8,144.0,48.2082,16.3738,153.0,163.0,135.0,80.0,153.33333333333334,135.0,0.8229838658936564,0.5680647467311558
Austria,2025,9,122.0,48.2082,16.3738,144.0,153.0,163.0,135.0,139.66666666666666,143.4,0.8854560256532098,0.4647231720437686
Austria,2025,10,103.0,48.2082,16.3738,122.0,144.0,153.0,163.0,123.0,137.0,0.9350162426854148,0.35460488704253557
Austria,2025,11,113.0,48.2082,16.3738,103.0,122.0,144.0,153.0,112.66666666666667,127.0,0.970941817426052,0.23931566428755804
Austria,2025,12,77.0,48.2082,16.3738,113.0,103.0,122.0,144.0,97.66666666666667,111.8,0.992708874098054,0.120536680255323
Austria,2025,13,46.0,48.2082,16.3738,77.0,113.0,103.0,122.0,78.66666666666667,92.2,1.0,-1.6081226496766366e-16
Belgium,2021,39,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
Belgium,2021,40,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.992708874098054,0.1205366802553232
Belgium,2021,41,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.9709418174260521,0.23931566428755738
Belgium,2021,42,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.9350162426854148,0.35460488704253557
Belgium,2021,43,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.8854560256532101,0.464723172043768
Belgium,2021,44,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.822983865893657,0.5680647467311548
Belgium,2021,45,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.7485107481711011,0.6631226582407953
Belgium,2021,46,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.6631226582407956,0.7485107481711007
Belgium,2021,47,1.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.5680647467311559,0.8229838658936564
Belgium,2021,48,0.0,50.8503,4.3517,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.4647231720437684,0.88545602565321
Belgium,2021,49,0.0,50.8503,4.3517,0.0,1.0,0.0,0.0,0.3333333333333333,0.2,-0.35460488704253595,0.9350162426854147
Belgium,2021,50,1.0,50.8503,4.3517,0.0,0.0,1.0,0.0,0.3333333333333333,0.4,-0.2393156642875578,0.970941817426052
Belgium,2021,51,0.0,50.8503,4.3517,1.0,0.0,0.0,1.0,0.3333333333333333,0.4,-0.12053668025532363,0.992708874098054
Belgium,2021,52,0.0,50.8503,4.3517,0.0,1.0,0.0,0.0,0.3333333333333333,0.2,6.432490598706546e-16,1.0
Belgium,2022,1,0.0,50.8503,4.3517,0.0,0.0,1.0,0.0,0.0,0.2,0.12053668025532305,0.992708874098054
Belgium,2022,2,0.0,50.8503,4.3517,0.0,0.0,0.0,1.0,0.0,0.2,0.23931566428755774,0.970941817426052
Belgium,2022,3,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.3546048870425356,0.9350162426854148
Belgium,2022,4,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.4647231720437685,0.8854560256532099
Belgium,2022,5,1.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.5680647467311558,0.8229838658936564
Belgium,2022,6,0.0,50.8503,4.3517,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.6631226582407952,0.7485107481711011
Belgium,2022,7,2.0,50.8503,4.3517,0.0,1.0,0.0,0.0,1.0,0.6,0.7485107481711011,0.6631226582407953
Belgium,2022,8,2.0,50.8503,4.3517,2.0,0.0,1.0,0.0,1.3333333333333333,1.0,0.8229838658936564,0.5680647467311558
Belgium,2022,9,2.0,50.8503,4.3517,2.0,2.0,0.0,1.0,2.0,1.4,0.8854560256532098,0.4647231720437686
Belgium,2022,10,11.0,50.8503,4.3517,2.0,2.0,2.0,0.0,5.0,3.4,0.9350162426854148,0.35460488704253557
Belgium,2022,11,14.0,50.8503,4.3517,11.0,2.0,2.0,2.0,9.0,6.2,0.970941817426052,0.23931566428755804
Belgium,2022,12,17.0,50.8503,4.3517,14.0,11.0,2.0,2.0,14.0,9.2,0.992708874098054,0.120536680255323
Belgium,2022,13,7.0,50.8503,4.3517,17.0,14.0,11.0,2.0,12.666666666666666,10.2,1.0,-1.6081226496766366e-16
Belgium,2022,14,6.0,50.8503,4.3517,7.0,17.0,14.0,11.0,10.0,11.0,0.992708874098054,-0.12053668025532288
Belgium,2022,15,1.0,50.8503,4.3517,6.0,7.0,17.0,14.0,4.666666666666667,9.0,0.9709418174260521,-0.2393156642875575
Belgium,2022,16,0.0,50.8503,4.3517,1.0,6.0,7.0,17.0,2.3333333333333335,6.2,0.9350162426854148,-0.35460488704253545
Belgium,2022,17,0.0,50.8503,4.3517,0.0,1.0,6.0,7.0,0.3333333333333333,2.8,0.8854560256532099,-0.4647231720437685
Belgium,2022,18,0.0,50.8503,4.3517,0.0,0.0,1.0,6.0,0.0,1.4,0.8229838658936565,-0.5680647467311557
Belgium,2022,19,0.0,50.8503,4.3517,0.0,0.0,0.0,1.0,0.0,0.2,0.7485107481711013,-0.6631226582407951
Belgium,2022,20,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.6631226582407952,-0.7485107481711012
Belgium,2022,21,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.5680647467311558,-0.8229838658936564
Belgium,2022,22,1.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.46472317204376906,-0.8854560256532096
Belgium,2022,23,0.0,50.8503,4.3517,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.35460488704253584,-0.9350162426854147
Belgium,2022,24,0.0,50.8503,4.3517,0.0,1.0,0.0,0.0,0.3333333333333333,0.2,0.23931566428755768,-0.970941817426052
Belgium,2022,25,0.0,50.8503,4.3517,0.0,0.0,1.0,0.0,0.0,0.2,0.12053668025532308,-0.992708874098054
Belgium,2022,28,0.0,50.8503,4.3517,0.0,0.0,0.0,1.0,0.0,0.2,-0.23931566428755743,-0.9709418174260521
Belgium,2022,42,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.9350162426854148,0.35460488704253557
Belgium,2022,43,1.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.8854560256532101,0.464723172043768
Belgium,2022,44,0.0,50.8503,4.3517,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.822983865893657,0.5680647467311548
Belgium,2022,45,0.0,50.8503,4.3517,0.0,1.0,0.0,0.0,0.3333333333333333,0.2,-0.7485107481711011,0.6631226582407953
Belgium,2022,46,0.0,50.8503,4.3517,0.0,0.0,1.0,0.0,0.0,0.2,-0.6631226582407956,0.7485107481711007
Belgium,2022,47,3.0,50.8503,4.3517,0.0,0.0,0.0,1.0,1.0,0.8,-0.5680647467311559,0.8229838658936564
Belgium,2022,48,4.0,50.8503,4.3517,3.0,0.0,0.0,0.0,2.3333333333333335,1.4,-0.4647231720437684,0.88545602565321
Belgium,2022,49,2.0,50.8503,4.3517,4.0,3.0,0.0,0.0,3.0,1.8,-0.35460488704253595,0.9350162426854147
Belgium,2022,50,12.0,50.8503,4.3517,2.0,4.0,3.0,0.0,6.0,4.2,-0.2393156642875578,0.970941817426052
Belgium,2022,51,18.0,50.8503,4.3517,12.0,2.0,4.0,3.0,10.666666666666666,7.8,-0.12053668025532363,0.992708874098054
Belgium,2022,52,13.0,50.8503,4.3517,18.0,12.0,2.0,4.0,14.333333333333334,9.8,6.432490598706546e-16,1.0
Belgium,2023,1,12.0,50.8503,4.3517,13.0,18.0,12.0,2.0,14.333333333333334,11.4,0.12053668025532305,0.992708874098054
Belgium,2023,2,7.0,50.8503,4.3517,12.0,13.0,18.0,12.0,10.666666666666666,12.4,0.23931566428755774,0.970941817426052
Belgium,2023,3,7.0,50.8503,4.3517,7.0,12.0,13.0,18.0,8.666666666666666,11.4,0.3546048870425356,0.9350162426854148
Belgium,2023,4,3.0,50.8503,4.3517,7.0,7.0,12.0,13.0,5.666666666666667,8.4,0.4647231720437685,0.8854560256532099
Belgium,2023,5,9.0,50.8503,4.3517,3.0,7.0,7.0,12.0,6.333333333333333,7.6,0.5680647467311558,0.8229838658936564
Belgium,2023,6,5.0,50.8503,4.3517,9.0,3.0,7.0,7.0,5.666666666666667,6.2,0.6631226582407952,0.7485107481711011
Belgium,2023,7,2.0,50.8503,4.3517,5.0,9.0,3.0,7.0,5.333333333333333,5.2,0.7485107481711011,0.6631226582407953
Belgium,2023,8,5.0,50.8503,4.3517,2.0,5.0,9.0,3.0,4.0,4.8,0.8229838658936564,0.5680647467311558
Belgium,2023,9,0.0,50.8503,4.3517,5.0,2.0,5.0,9.0,2.3333333333333335,4.2,0.8854560256532098,0.4647231720437686
Belgium,2023,10,5.0,50.8503,4.3517,0.0,5.0,2.0,5.0,3.3333333333333335,3.4,0.9350162426854148,0.35460488704253557
Belgium,2023,11,4.0,50.8503,4.3517,5.0,0.0,5.0,2.0,3.0,3.2,0.970941817426052,0.23931566428755804
Belgium,2023,12,4.0,50.8503,4.3517,4.0,5.0,0.0,5.0,4.333333333333333,3.6,0.992708874098054,0.120536680255323
Belgium,2023,13,0.0,50.8503,4.3517,4.0,4.0,5.0,0.0,2.6666666666666665,2.6,1.0,-1.6081226496766366e-16
Belgium,2023,14,2.0,50.8503,4.3517,0.0,4.0,4.0,5.0,2.0,3.0,0.992708874098054,-0.12053668025532288
Belgium,2023,15,0.0,50.8503,4.3517,2.0,0.0,4.0,4.0,0.6666666666666666,2.0,0.9709418174260521,-0.2393156642875575
Belgium,2023,16,0.0,50.8503,4.3517,0.0,2.0,0.0,4.0,0.6666666666666666,1.2,0.9350162426854148,-0.35460488704253545
Belgium,2023,17,0.0,50.8503,4.3517,0.0,0.0,2.0,0.0,0.0,0.4,0.8854560256532099,-0.4647231720437685
Belgium,2023,18,0.0,50.8503,4.3517,0.0,0.0,0.0,2.0,0.0,0.4,0.8229838658936565,-0.5680647467311557
Belgium,2023,19,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.7485107481711013,-0.6631226582407951
Belgium,2023,20,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.6631226582407952,-0.7485107481711012
Belgium,2023,29,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.3546048870425356,-0.9350162426854148
Belgium,2023,32,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.663122658240795,-0.7485107481711013
Belgium,2023,33,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.7485107481711011,-0.6631226582407952
Belgium,2023,34,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.8229838658936564,-0.5680647467311559
Belgium,2023,35,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.8854560256532096,-0.4647231720437691
Belgium,2023,36,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.9350162426854147,-0.3546048870425359
Belgium,2023,37,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.970941817426052,-0.23931566428755774
Belgium,2023,38,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.992708874098054,-0.12053668025532357
Belgium,2023,39,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
Belgium,2023,40,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.992708874098054,0.1205366802553232
Belgium,2023,41,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.9709418174260521,0.23931566428755738
Belgium,2023,42,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.9350162426854148,0.35460488704253557
Belgium,2023,43,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.8854560256532101,0.464723172043768
Belgium,2023,44,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.822983865893657,0.5680647467311548
Belgium,2023,45,0.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,-0.7485107481711011,0.6631226582407953
Belgium,2023,46,1.0,50.8503,4.3517,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,-0.6631226582407956,0.7485107481711007
Belgium,2023,47,1.0,50.8503,4.3517,1.0,0.0,0.0,0.0,0.6666666666666666,0.4,-0.5680647467311559,0.8229838658936564
Belgium,2023,48,0.0,50.8503,4.3517,1.0,1.0,0.0,0.0,0.6666666666666666,0.4,-0.4647231720437684,0.88545602565321
Belgium,2023,49,6.0,50.8503,4.3517,0.0,1.0,1.0,0.0,2.3333333333333335,1.6,-0.35460488704253595,0.9350162426854147
Belgium,2023,50,9.0,50.8503,4.3517,6.0,0.0,1.0,1.0,5.0,3.4,-0.2393156642875578,0.970941817426052
Belgium,2023,51,11.0,50.8503,4.3517,9.0,6.0,0.0,1.0,8.666666666666666,5.4,-0.12053668025532363,0.992708874098054
Belgium,2023,52,11.0,50.8503,4.3517,11.0,9.0,6.0,0.0,10.333333333333334,7.4,6.432490598706546e-16,1.0
Belgium,2024,1,10.0,50.8503,4.3517,11.0,11.0,9.0,6.0,10.666666666666666,9.4,0.12053668025532305,0.992708874098054
